death_date,death_weekday,death_week_ending,age_elderly,deaths,deaths_per_100k,deaths_mean7,deaths_per_100k_mean7
2023-07-28,Friday,2023-07-30,80+,1,0.5088,1.4286,0.7269
2023-07-27,Thursday,2023-07-30,<60,0,0,0,0
2023-07-27,Thursday,2023-07-30,60-69,0,0,0.1429,0.0254
2023-07-27,Thursday,2023-07-30,70-79,0,0,0.2857,0.076
2023-07-27,Thursday,2023-07-30,80+,4,2.0354,1.8571,0.945
2023-07-26,Wednesday,2023-07-30,<60,0,0,0,0
2023-07-26,Wednesday,2023-07-30,60-69,0,0,0.1429,0.0254
2023-07-26,Wednesday,2023-07-30,70-79,0,0,0.2857,0.076
2023-07-26,Wednesday,2023-07-30,80+,1,0.5088,1.4286,0.7269
2023-07-25,Tuesday,2023-07-30,<60,0,0,0,0
2023-07-25,Tuesday,2023-07-30,60-69,0,0,0.1429,0.0254
2023-07-25,Tuesday,2023-07-30,70-79,0,0,0.2857,0.076
2023-07-25,Tuesday,2023-07-30,80+,0,0,1.4286,0.7269
2023-07-24,Monday,2023-07-30,<60,0,0,0,0
2023-07-24,Monday,2023-07-30,60-69,0,0,0.1429,0.0254
2023-07-24,Monday,2023-07-30,70-79,0,0,0.2857,0.076
2023-07-24,Monday,2023-07-30,80+,2,1.0177,1.5714,0.7996
2023-07-23,Sunday,2023-07-23,<60,0,0,0,0
2023-07-23,Sunday,2023-07-23,60-69,0,0,0.1429,0.0254
2023-07-23,Sunday,2023-07-23,70-79,0,0,0.2857,0.076
2023-07-23,Sunday,2023-07-23,80+,1,0.5088,1.2857,0.6542
2023-07-22,Saturday,2023-07-23,<60,0,0,0,0
2023-07-22,Saturday,2023-07-23,60-69,0,0,0.1429,0.0254
2023-07-22,Saturday,2023-07-23,70-79,1,0.2659,0.2857,0.076
2023-07-22,Saturday,2023-07-23,80+,1,0.5088,1.2857,0.6542
2023-07-21,Friday,2023-07-23,<60,0,0,0,0
2023-07-21,Friday,2023-07-23,60-69,1,0.1781,0.1429,0.0254
2023-07-21,Friday,2023-07-23,70-79,1,0.2659,0.1429,0.038
2023-07-21,Friday,2023-07-23,80+,4,2.0354,1.4286,0.7269
2023-07-20,Thursday,2023-07-23,<60,0,0,0,0
2023-07-20,Thursday,2023-07-23,60-69,0,0,0,0
2023-07-20,Thursday,2023-07-23,70-79,0,0,0.1429,0.038
2023-07-20,Thursday,2023-07-23,80+,1,0.5088,0.8571,0.4362
2023-07-19,Wednesday,2023-07-23,<60,0,0,0,0
2023-07-19,Wednesday,2023-07-23,60-69,0,0,0,0
2023-07-19,Wednesday,2023-07-23,70-79,0,0,0.2857,0.076
2023-07-19,Wednesday,2023-07-23,80+,1,0.5088,1,0.5088
2023-07-18,Tuesday,2023-07-23,<60,0,0,0,0
2023-07-18,Tuesday,2023-07-23,60-69,0,0,0,0
2023-07-18,Tuesday,2023-07-23,70-79,0,0,0.2857,0.076
2023-07-18,Tuesday,2023-07-23,80+,1,0.5088,1,0.5088
2023-07-17,Monday,2023-07-23,<60,0,0,0,0
2023-07-17,Monday,2023-07-23,60-69,0,0,0,0
2023-07-17,Monday,2023-07-23,70-79,0,0,0.2857,0.076
2023-07-17,Monday,2023-07-23,80+,0,0,1.1429,0.5815
2023-07-16,Sunday,2023-07-16,<60,0,0,0,0
2023-07-16,Sunday,2023-07-16,60-69,0,0,0,0
2023-07-16,Sunday,2023-07-16,70-79,0,0,0.4286,0.1139
2023-07-16,Sunday,2023-07-16,80+,1,0.5088,1.1429,0.5815
2023-07-15,Saturday,2023-07-16,<60,0,0,0,0
2023-07-15,Saturday,2023-07-16,60-69,0,0,0,0
2023-07-15,Saturday,2023-07-16,70-79,0,0,0.4286,0.1139
2023-07-15,Saturday,2023-07-16,80+,2,1.0177,1.4286,0.7269
2023-07-14,Friday,2023-07-16,<60,0,0,0,0
2023-07-14,Friday,2023-07-16,60-69,0,0,0,0
2023-07-14,Friday,2023-07-16,70-79,1,0.2659,0.5714,0.1519
2023-07-14,Friday,2023-07-16,80+,0,0,1.1429,0.5815
2023-07-13,Thursday,2023-07-16,<60,0,0,0,0
2023-07-13,Thursday,2023-07-16,60-69,0,0,0,0
2023-07-13,Thursday,2023-07-16,70-79,1,0.2659,0.4286,0.1139
2023-07-13,Thursday,2023-07-16,80+,2,1.0177,1.1429,0.5815
2023-07-12,Wednesday,2023-07-16,<60,0,0,0,0
2023-07-12,Wednesday,2023-07-16,60-69,0,0,0,0
2023-07-12,Wednesday,2023-07-16,70-79,0,0,0.4286,0.1139
2023-07-12,Wednesday,2023-07-16,80+,1,0.5088,1.2857,0.6542
2023-07-11,Tuesday,2023-07-16,<60,0,0,0,0
2023-07-11,Tuesday,2023-07-16,60-69,0,0,0,0
2023-07-11,Tuesday,2023-07-16,70-79,0,0,0.4286,0.1139
2023-07-11,Tuesday,2023-07-16,80+,2,1.0177,1.4286,0.7269
2023-07-10,Monday,2023-07-16,<60,0,0,0,0
2023-07-10,Monday,2023-07-16,60-69,0,0,0,0
2023-07-10,Monday,2023-07-16,70-79,1,0.2659,0.4286,0.1139
2023-07-10,Monday,2023-07-16,80+,0,0,1.4286,0.7269
2023-07-09,Sunday,2023-07-09,<60,0,0,0,0
2023-07-09,Sunday,2023-07-09,60-69,0,0,0,0
2023-07-09,Sunday,2023-07-09,70-79,0,0,0.2857,0.076
2023-07-09,Sunday,2023-07-09,80+,3,1.5265,1.5714,0.7996
2023-07-08,Saturday,2023-07-09,<60,0,0,0,0
2023-07-08,Saturday,2023-07-09,60-69,0,0,0,0
2023-07-08,Saturday,2023-07-09,70-79,1,0.2659,0.4286,0.1139
2023-07-08,Saturday,2023-07-09,80+,0,0,1.1429,0.5815
2023-07-07,Friday,2023-07-09,<60,0,0,0.1429,0.0038
2023-07-07,Friday,2023-07-09,60-69,0,0,0,0
2023-07-07,Friday,2023-07-09,70-79,0,0,0.2857,0.076
2023-07-07,Friday,2023-07-09,80+,0,0,1.2857,0.6542
2023-07-06,Thursday,2023-07-09,<60,0,0,0.1429,0.0038
2023-07-06,Thursday,2023-07-09,60-69,0,0,0,0
2023-07-06,Thursday,2023-07-09,70-79,1,0.2659,0.2857,0.076
2023-07-06,Thursday,2023-07-09,80+,3,1.5265,1.5714,0.7996
2023-07-05,Wednesday,2023-07-09,<60,0,0,0.1429,0.0038
2023-07-05,Wednesday,2023-07-09,60-69,0,0,0.1429,0.0254
2023-07-05,Wednesday,2023-07-09,70-79,0,0,0.1429,0.038
2023-07-05,Wednesday,2023-07-09,80+,2,1.0177,1.1429,0.5815
2023-07-04,Tuesday,2023-07-09,<60,0,0,0.2857,0.0076
2023-07-04,Tuesday,2023-07-09,60-69,0,0,0.1429,0.0254
2023-07-04,Tuesday,2023-07-09,70-79,0,0,0.2857,0.076
2023-07-04,Tuesday,2023-07-09,80+,2,1.0177,1.1429,0.5815
2023-07-03,Monday,2023-07-09,<60,0,0,0.2857,0.0076
2023-07-03,Monday,2023-07-09,60-69,0,0,0.1429,0.0254
2023-07-03,Monday,2023-07-09,70-79,0,0,0.2857,0.076
2023-07-03,Monday,2023-07-09,80+,1,0.5088,0.8571,0.4362
2023-07-02,Sunday,2023-07-02,<60,0,0,0.2857,0.0076
2023-07-02,Sunday,2023-07-02,60-69,0,0,0.1429,0.0254
2023-07-02,Sunday,2023-07-02,70-79,1,0.2659,0.2857,0.076
2023-07-02,Sunday,2023-07-02,80+,0,0,1.1429,0.5815
2023-07-01,Saturday,2023-07-02,<60,1,0.0265,0.2857,0.0076
2023-07-01,Saturday,2023-07-02,60-69,0,0,0.1429,0.0254
2023-07-01,Saturday,2023-07-02,70-79,0,0,0.1429,0.038
2023-07-01,Saturday,2023-07-02,80+,1,0.5088,1.1429,0.5815
2023-06-30,Friday,2023-07-02,<60,0,0,0.1429,0.0038
2023-06-30,Friday,2023-07-02,60-69,0,0,0.1429,0.0254
2023-06-30,Friday,2023-07-02,70-79,0,0,0.1429,0.038
2023-06-30,Friday,2023-07-02,80+,2,1.0177,1.1429,0.5815
2023-06-29,Thursday,2023-07-02,<60,0,0,0.1429,0.0038
2023-06-29,Thursday,2023-07-02,60-69,1,0.1781,0.1429,0.0254
2023-06-29,Thursday,2023-07-02,70-79,0,0,0.1429,0.038
2023-06-29,Thursday,2023-07-02,80+,0,0,1,0.5088
2023-06-28,Wednesday,2023-07-02,<60,1,0.0265,0.1429,0.0038
2023-06-28,Wednesday,2023-07-02,60-69,0,0,0,0
2023-06-28,Wednesday,2023-07-02,70-79,1,0.2659,0.4286,0.1139
2023-06-28,Wednesday,2023-07-02,80+,2,1.0177,1.5714,0.7996
2023-06-27,Tuesday,2023-07-02,<60,0,0,0.1429,0.0038
2023-06-27,Tuesday,2023-07-02,60-69,0,0,0.1429,0.0254
2023-06-27,Tuesday,2023-07-02,70-79,0,0,0.2857,0.076
2023-06-27,Tuesday,2023-07-02,80+,0,0,1.7143,0.8723
2023-06-26,Monday,2023-07-02,<60,0,0,0.1429,0.0038
2023-06-26,Monday,2023-07-02,60-69,0,0,0.1429,0.0254
2023-06-26,Monday,2023-07-02,70-79,0,0,0.4286,0.1139
2023-06-26,Monday,2023-07-02,80+,3,1.5265,1.8571,0.945
2023-06-25,Sunday,2023-06-25,<60,0,0,0.2857,0.0076
2023-06-25,Sunday,2023-06-25,60-69,0,0,0.1429,0.0254
2023-06-25,Sunday,2023-06-25,70-79,0,0,0.7143,0.1899
2023-06-25,Sunday,2023-06-25,80+,0,0,1.7143,0.8723
2023-06-24,Saturday,2023-06-25,<60,0,0,0.2857,0.0076
2023-06-24,Saturday,2023-06-25,60-69,0,0,0.1429,0.0254
2023-06-24,Saturday,2023-06-25,70-79,0,0,0.7143,0.1899
2023-06-24,Saturday,2023-06-25,80+,1,0.5088,1.8571,0.945
2023-06-23,Friday,2023-06-25,<60,0,0,0.2857,0.0076
2023-06-23,Friday,2023-06-25,60-69,0,0,0.1429,0.0254
2023-06-23,Friday,2023-06-25,70-79,0,0,0.7143,0.1899
2023-06-23,Friday,2023-06-25,80+,1,0.5088,2,1.0177
2023-06-22,Thursday,2023-06-25,<60,0,0,0.2857,0.0076
2023-06-22,Thursday,2023-06-25,60-69,0,0,0.1429,0.0254
2023-06-22,Thursday,2023-06-25,70-79,2,0.5317,0.7143,0.1899
2023-06-22,Thursday,2023-06-25,80+,4,2.0354,2.1429,1.0904
2023-06-21,Wednesday,2023-06-25,<60,1,0.0265,0.2857,0.0076
2023-06-21,Wednesday,2023-06-25,60-69,1,0.1781,0.1429,0.0254
2023-06-21,Wednesday,2023-06-25,70-79,0,0,0.5714,0.1519
2023-06-21,Wednesday,2023-06-25,80+,3,1.5265,2,1.0177
2023-06-20,Tuesday,2023-06-25,<60,0,0,0.1429,0.0038
2023-06-20,Tuesday,2023-06-25,60-69,0,0,0.1429,0.0254
2023-06-20,Tuesday,2023-06-25,70-79,1,0.2659,0.8571,0.2279
2023-06-20,Tuesday,2023-06-25,80+,1,0.5088,1.7143,0.8723
2023-06-19,Monday,2023-06-25,<60,1,0.0265,0.1429,0.0038
2023-06-19,Monday,2023-06-25,60-69,0,0,0.2857,0.0509
2023-06-19,Monday,2023-06-25,70-79,2,0.5317,0.8571,0.2279
2023-06-19,Monday,2023-06-25,80+,2,1.0177,1.7143,0.8723
2023-06-18,Sunday,2023-06-18,<60,0,0,0.1429,0.0038
2023-06-18,Sunday,2023-06-18,60-69,0,0,0.5714,0.1018
2023-06-18,Sunday,2023-06-18,70-79,0,0,0.7143,0.1899
2023-06-18,Sunday,2023-06-18,80+,1,0.5088,1.7143,0.8723
2023-06-17,Saturday,2023-06-18,<60,0,0,0.1429,0.0038
2023-06-17,Saturday,2023-06-18,60-69,0,0,0.5714,0.1018
2023-06-17,Saturday,2023-06-18,70-79,0,0,0.8571,0.2279
2023-06-17,Saturday,2023-06-18,80+,2,1.0177,1.7143,0.8723
2023-06-16,Friday,2023-06-18,<60,0,0,0.1429,0.0038
2023-06-16,Friday,2023-06-18,60-69,0,0,0.5714,0.1018
2023-06-16,Friday,2023-06-18,70-79,0,0,0.8571,0.2279
2023-06-16,Friday,2023-06-18,80+,2,1.0177,2.1429,1.0904
2023-06-15,Thursday,2023-06-18,<60,0,0,0.1429,0.0038
2023-06-15,Thursday,2023-06-18,60-69,0,0,0.7143,0.1272
2023-06-15,Thursday,2023-06-18,70-79,1,0.2659,0.8571,0.2279
2023-06-15,Thursday,2023-06-18,80+,3,1.5265,2.1429,1.0904
2023-06-14,Wednesday,2023-06-18,<60,0,0,0.1429,0.0038
2023-06-14,Wednesday,2023-06-18,60-69,1,0.1781,0.8571,0.1526
2023-06-14,Wednesday,2023-06-18,70-79,2,0.5317,0.7143,0.1899
2023-06-14,Wednesday,2023-06-18,80+,1,0.5088,2,1.0177
2023-06-13,Tuesday,2023-06-18,<60,0,0,0.1429,0.0038
2023-06-13,Tuesday,2023-06-18,60-69,1,0.1781,0.7143,0.1272
2023-06-13,Tuesday,2023-06-18,70-79,1,0.2659,0.4286,0.1139
2023-06-13,Tuesday,2023-06-18,80+,1,0.5088,1.8571,0.945
2023-06-12,Monday,2023-06-18,<60,1,0.0265,0.1429,0.0038
2023-06-12,Monday,2023-06-18,60-69,2,0.3562,0.5714,0.1018
2023-06-12,Monday,2023-06-18,70-79,1,0.2659,0.2857,0.076
2023-06-12,Monday,2023-06-18,80+,2,1.0177,2.4286,1.2358
2023-06-11,Sunday,2023-06-11,<60,0,0,0,0
2023-06-11,Sunday,2023-06-11,60-69,0,0,0.2857,0.0509
2023-06-11,Sunday,2023-06-11,70-79,1,0.2659,0.1429,0.038
2023-06-11,Sunday,2023-06-11,80+,1,0.5088,2.8571,1.4538
2023-06-10,Saturday,2023-06-11,<60,0,0,0,0
2023-06-10,Saturday,2023-06-11,60-69,0,0,0.2857,0.0509
2023-06-10,Saturday,2023-06-11,70-79,0,0,0,0
2023-06-10,Saturday,2023-06-11,80+,5,2.5442,3.4286,1.7446
2023-06-09,Friday,2023-06-11,<60,0,0,0,0
2023-06-09,Friday,2023-06-11,60-69,1,0.1781,0.2857,0.0509
2023-06-09,Friday,2023-06-11,70-79,0,0,0.1429,0.038
2023-06-09,Friday,2023-06-11,80+,2,1.0177,3,1.5265
2023-06-08,Thursday,2023-06-11,<60,0,0,0,0
2023-06-08,Thursday,2023-06-11,60-69,1,0.1781,0.1429,0.0254
2023-06-08,Thursday,2023-06-11,70-79,0,0,0.1429,0.038
2023-06-08,Thursday,2023-06-11,80+,2,1.0177,3,1.5265
2023-06-07,Wednesday,2023-06-11,<60,0,0,0,0
2023-06-07,Wednesday,2023-06-11,60-69,0,0,0,0
2023-06-07,Wednesday,2023-06-11,70-79,0,0,0.1429,0.038
2023-06-07,Wednesday,2023-06-11,80+,0,0,3.2857,1.6719
2023-06-06,Tuesday,2023-06-11,<60,0,0,0,0
2023-06-06,Tuesday,2023-06-11,60-69,0,0,0,0
2023-06-06,Tuesday,2023-06-11,70-79,0,0,0.1429,0.038
2023-06-06,Tuesday,2023-06-11,80+,5,2.5442,3.5714,1.8173
2023-06-05,Monday,2023-06-11,<60,0,0,0,0
2023-06-05,Monday,2023-06-11,60-69,0,0,0,0
2023-06-05,Monday,2023-06-11,70-79,0,0,0.1429,0.038
2023-06-05,Monday,2023-06-11,80+,5,2.5442,2.8571,1.4538
2023-06-04,Sunday,2023-06-04,<60,0,0,0,0
2023-06-04,Sunday,2023-06-04,60-69,0,0,0,0
2023-06-04,Sunday,2023-06-04,70-79,0,0,0.2857,0.076
2023-06-04,Sunday,2023-06-04,80+,5,2.5442,2.2857,1.1631
2023-06-03,Saturday,2023-06-04,<60,0,0,0,0
2023-06-03,Saturday,2023-06-04,60-69,0,0,0,0
2023-06-03,Saturday,2023-06-04,70-79,1,0.2659,0.2857,0.076
2023-06-03,Saturday,2023-06-04,80+,2,1.0177,2.2857,1.1631
2023-06-02,Friday,2023-06-04,<60,0,0,0,0
2023-06-02,Friday,2023-06-04,60-69,0,0,0,0
2023-06-02,Friday,2023-06-04,70-79,0,0,0.1429,0.038
2023-06-02,Friday,2023-06-04,80+,2,1.0177,2.2857,1.1631
2023-06-01,Thursday,2023-06-04,<60,0,0,0,0
2023-06-01,Thursday,2023-06-04,60-69,0,0,0,0
2023-06-01,Thursday,2023-06-04,70-79,0,0,0.1429,0.038
2023-06-01,Thursday,2023-06-04,80+,4,2.0354,2.2857,1.1631
2023-05-31,Wednesday,2023-06-04,<60,0,0,0,0
2023-05-31,Wednesday,2023-06-04,60-69,0,0,0,0
2023-05-31,Wednesday,2023-06-04,70-79,0,0,0.2857,0.076
2023-05-31,Wednesday,2023-06-04,80+,2,1.0177,1.7143,0.8723
2023-05-30,Tuesday,2023-06-04,<60,0,0,0,0
2023-05-30,Tuesday,2023-06-04,60-69,0,0,0,0
2023-05-30,Tuesday,2023-06-04,70-79,0,0,0.2857,0.076
2023-05-30,Tuesday,2023-06-04,80+,0,0,1.7143,0.8723
2023-05-29,Monday,2023-06-04,<60,0,0,0,0
2023-05-29,Monday,2023-06-04,60-69,0,0,0,0
2023-05-29,Monday,2023-06-04,70-79,1,0.2659,0.4286,0.1139
2023-05-29,Monday,2023-06-04,80+,1,0.5088,2,1.0177
2023-05-28,Sunday,2023-05-28,<60,0,0,0,0
2023-05-28,Sunday,2023-05-28,60-69,0,0,0,0
2023-05-28,Sunday,2023-05-28,70-79,0,0,0.4286,0.1139
2023-05-28,Sunday,2023-05-28,80+,5,2.5442,2.2857,1.1631
2023-05-27,Saturday,2023-05-28,<60,0,0,0,0
2023-05-27,Saturday,2023-05-28,60-69,0,0,0,0
2023-05-27,Saturday,2023-05-28,70-79,0,0,0.4286,0.1139
2023-05-27,Saturday,2023-05-28,80+,2,1.0177,1.8571,0.945
2023-05-26,Friday,2023-05-28,<60,0,0,0,0
2023-05-26,Friday,2023-05-28,60-69,0,0,0,0
2023-05-26,Friday,2023-05-28,70-79,0,0,0.5714,0.1519
2023-05-26,Friday,2023-05-28,80+,2,1.0177,2.1429,1.0904
2023-05-25,Thursday,2023-05-28,<60,0,0,0,0
2023-05-25,Thursday,2023-05-28,60-69,0,0,0,0
2023-05-25,Thursday,2023-05-28,70-79,1,0.2659,0.5714,0.1519
2023-05-25,Thursday,2023-05-28,80+,0,0,2.2857,1.1631
2023-05-24,Wednesday,2023-05-28,<60,0,0,0,0
2023-05-24,Wednesday,2023-05-28,60-69,0,0,0,0
2023-05-24,Wednesday,2023-05-28,70-79,0,0,0.4286,0.1139
2023-05-24,Wednesday,2023-05-28,80+,2,1.0177,3.1429,1.5992
2023-05-23,Tuesday,2023-05-28,<60,0,0,0.1429,0.0038
2023-05-23,Tuesday,2023-05-28,60-69,0,0,0,0
2023-05-23,Tuesday,2023-05-28,70-79,1,0.2659,0.8571,0.2279
2023-05-23,Tuesday,2023-05-28,80+,2,1.0177,3.4286,1.7446
2023-05-22,Monday,2023-05-28,<60,0,0,0.1429,0.0038
2023-05-22,Monday,2023-05-28,60-69,0,0,0,0
2023-05-22,Monday,2023-05-28,70-79,1,0.2659,0.7143,0.1899
2023-05-22,Monday,2023-05-28,80+,3,1.5265,3.4286,1.7446
2023-05-21,Sunday,2023-05-21,<60,0,0,0.1429,0.0038
2023-05-21,Sunday,2023-05-21,60-69,0,0,0,0
2023-05-21,Sunday,2023-05-21,70-79,0,0,0.7143,0.1899
2023-05-21,Sunday,2023-05-21,80+,2,1.0177,3.8571,1.9627
2023-05-20,Saturday,2023-05-21,<60,0,0,0.1429,0.0038
2023-05-20,Saturday,2023-05-21,60-69,0,0,0.1429,0.0254
2023-05-20,Saturday,2023-05-21,70-79,1,0.2659,0.8571,0.2279
2023-05-20,Saturday,2023-05-21,80+,4,2.0354,4.1429,2.1081
2023-05-19,Friday,2023-05-21,<60,0,0,0.2857,0.0076
2023-05-19,Friday,2023-05-21,60-69,0,0,0.4286,0.0763
2023-05-19,Friday,2023-05-21,70-79,0,0,0.7143,0.1899
2023-05-19,Friday,2023-05-21,80+,3,1.5265,4.1429,2.1081
2023-05-18,Thursday,2023-05-21,<60,0,0,0.2857,0.0076
2023-05-18,Thursday,2023-05-21,60-69,0,0,0.4286,0.0763
2023-05-18,Thursday,2023-05-21,70-79,0,0,1,0.2659
2023-05-18,Thursday,2023-05-21,80+,6,3.0531,3.8571,1.9627
2023-05-17,Wednesday,2023-05-21,<60,1,0.0265,0.2857,0.0076
2023-05-17,Wednesday,2023-05-21,60-69,0,0,0.4286,0.0763
2023-05-17,Wednesday,2023-05-21,70-79,3,0.7976,1.1429,0.3039
2023-05-17,Wednesday,2023-05-21,80+,4,2.0354,3.2857,1.6719
2023-05-16,Tuesday,2023-05-21,<60,0,0,0.1429,0.0038
2023-05-16,Tuesday,2023-05-21,60-69,0,0,0.4286,0.0763
2023-05-16,Tuesday,2023-05-21,70-79,0,0,0.7143,0.1899
2023-05-16,Tuesday,2023-05-21,80+,2,1.0177,3.2857,1.6719
2023-05-15,Monday,2023-05-21,<60,0,0,0.1429,0.0038
2023-05-15,Monday,2023-05-21,60-69,0,0,0.5714,0.1018
2023-05-15,Monday,2023-05-21,70-79,1,0.2659,1.1429,0.3039
2023-05-15,Monday,2023-05-21,80+,6,3.0531,3.4286,1.7446
2023-05-14,Sunday,2023-05-14,<60,0,0,0.1429,0.0038
2023-05-14,Sunday,2023-05-14,60-69,1,0.1781,0.5714,0.1018
2023-05-14,Sunday,2023-05-14,70-79,1,0.2659,1.5714,0.4178
2023-05-14,Sunday,2023-05-14,80+,4,2.0354,3.1429,1.5992
2023-05-13,Saturday,2023-05-14,<60,1,0.0265,0.1429,0.0038
2023-05-13,Saturday,2023-05-14,60-69,2,0.3562,0.4286,0.0763
2023-05-13,Saturday,2023-05-14,70-79,0,0,1.7143,0.4558
2023-05-13,Saturday,2023-05-14,80+,4,2.0354,3.2857,1.6719
2023-05-12,Friday,2023-05-14,<60,0,0,0,0
2023-05-12,Friday,2023-05-14,60-69,0,0,0.1429,0.0254
2023-05-12,Friday,2023-05-14,70-79,2,0.5317,1.7143,0.4558
2023-05-12,Friday,2023-05-14,80+,1,0.5088,3.2857,1.6719
2023-05-11,Thursday,2023-05-14,<60,0,0,0,0
2023-05-11,Thursday,2023-05-14,60-69,0,0,0.1429,0.0254
2023-05-11,Thursday,2023-05-14,70-79,1,0.2659,1.5714,0.4178
2023-05-11,Thursday,2023-05-14,80+,2,1.0177,3.7143,1.89
2023-05-10,Wednesday,2023-05-14,<60,0,0,0.1429,0.0038
2023-05-10,Wednesday,2023-05-14,60-69,0,0,0.1429,0.0254
2023-05-10,Wednesday,2023-05-14,70-79,0,0,1.4286,0.3798
2023-05-10,Wednesday,2023-05-14,80+,4,2.0354,4,2.0354
2023-05-09,Tuesday,2023-05-14,<60,0,0,0.2857,0.0076
2023-05-09,Tuesday,2023-05-14,60-69,1,0.1781,0.2857,0.0509
2023-05-09,Tuesday,2023-05-14,70-79,3,0.7976,1.7143,0.4558
2023-05-09,Tuesday,2023-05-14,80+,3,1.5265,3.7143,1.89
2023-05-08,Monday,2023-05-14,<60,0,0,0.2857,0.0076
2023-05-08,Monday,2023-05-14,60-69,0,0,0.1429,0.0254
2023-05-08,Monday,2023-05-14,70-79,4,1.0635,2.1429,0.5697
2023-05-08,Monday,2023-05-14,80+,4,2.0354,3.7143,1.89
2023-05-07,Sunday,2023-05-07,<60,0,0,0.2857,0.0076
2023-05-07,Sunday,2023-05-07,60-69,0,0,0.1429,0.0254
2023-05-07,Sunday,2023-05-07,70-79,2,0.5317,1.7143,0.4558
2023-05-07,Sunday,2023-05-07,80+,5,2.5442,3.2857,1.6719
2023-05-06,Saturday,2023-05-07,<60,0,0,0.2857,0.0076
2023-05-06,Saturday,2023-05-07,60-69,0,0,0.1429,0.0254
2023-05-06,Saturday,2023-05-07,70-79,0,0,1.5714,0.4178
2023-05-06,Saturday,2023-05-07,80+,4,2.0354,2.8571,1.4538
2023-05-05,Friday,2023-05-07,<60,0,0,0.4286,0.0113
2023-05-05,Friday,2023-05-07,60-69,0,0,0.2857,0.0509
2023-05-05,Friday,2023-05-07,70-79,1,0.2659,1.7143,0.4558
2023-05-05,Friday,2023-05-07,80+,4,2.0354,2.8571,1.4538
2023-05-04,Thursday,2023-05-07,<60,1,0.0265,0.4286,0.0113
2023-05-04,Thursday,2023-05-07,60-69,0,0,0.5714,0.1018
2023-05-04,Thursday,2023-05-07,70-79,0,0,1.7143,0.4558
2023-05-04,Thursday,2023-05-07,80+,4,2.0354,2.7143,1.3812
2023-05-03,Wednesday,2023-05-07,<60,1,0.0265,0.4286,0.0113
2023-05-03,Wednesday,2023-05-07,60-69,1,0.1781,0.5714,0.1018
2023-05-03,Wednesday,2023-05-07,70-79,2,0.5317,1.8571,0.4938
2023-05-03,Wednesday,2023-05-07,80+,2,1.0177,2.8571,1.4538
2023-05-02,Tuesday,2023-05-07,<60,0,0,0.2857,0.0076
2023-05-02,Tuesday,2023-05-07,60-69,0,0,0.4286,0.0763
2023-05-02,Tuesday,2023-05-07,70-79,6,1.5952,1.5714,0.4178
2023-05-02,Tuesday,2023-05-07,80+,3,1.5265,2.5714,1.3085
2023-05-01,Monday,2023-05-07,<60,0,0,0.4286,0.0113
2023-05-01,Monday,2023-05-07,60-69,0,0,0.4286,0.0763
2023-05-01,Monday,2023-05-07,70-79,1,0.2659,0.8571,0.2279
2023-05-01,Monday,2023-05-07,80+,1,0.5088,2.4286,1.2358
2023-04-30,Sunday,2023-04-30,<60,0,0,0.4286,0.0113
2023-04-30,Sunday,2023-04-30,60-69,0,0,0.5714,0.1018
2023-04-30,Sunday,2023-04-30,70-79,1,0.2659,0.7143,0.1899
2023-04-30,Sunday,2023-04-30,80+,2,1.0177,2.4286,1.2358
2023-04-29,Saturday,2023-04-30,<60,1,0.0265,0.4286,0.0113
2023-04-29,Saturday,2023-04-30,60-69,1,0.1781,0.5714,0.1018
2023-04-29,Saturday,2023-04-30,70-79,1,0.2659,0.8571,0.2279
2023-04-29,Saturday,2023-04-30,80+,4,2.0354,2.7143,1.3812
2023-04-28,Friday,2023-04-30,<60,0,0,0.2857,0.0076
2023-04-28,Friday,2023-04-30,60-69,2,0.3562,0.4286,0.0763
2023-04-28,Friday,2023-04-30,70-79,1,0.2659,0.7143,0.1899
2023-04-28,Friday,2023-04-30,80+,3,1.5265,2.5714,1.3085
2023-04-27,Thursday,2023-04-30,<60,1,0.0265,0.2857,0.0076
2023-04-27,Thursday,2023-04-30,60-69,0,0,0.1429,0.0254
2023-04-27,Thursday,2023-04-30,70-79,1,0.2659,0.8571,0.2279
2023-04-27,Thursday,2023-04-30,80+,5,2.5442,2.7143,1.3812
2023-04-26,Wednesday,2023-04-30,<60,0,0,0.1429,0.0038
2023-04-26,Wednesday,2023-04-30,60-69,0,0,0.4286,0.0763
2023-04-26,Wednesday,2023-04-30,70-79,0,0,0.8571,0.2279
2023-04-26,Wednesday,2023-04-30,80+,0,0,2.4286,1.2358
2023-04-25,Tuesday,2023-04-30,<60,1,0.0265,0.1429,0.0038
2023-04-25,Tuesday,2023-04-30,60-69,0,0,0.5714,0.1018
2023-04-25,Tuesday,2023-04-30,70-79,1,0.2659,0.8571,0.2279
2023-04-25,Tuesday,2023-04-30,80+,2,1.0177,2.7143,1.3812
2023-04-24,Monday,2023-04-30,<60,0,0,0.1429,0.0038
2023-04-24,Monday,2023-04-30,60-69,1,0.1781,0.7143,0.1272
2023-04-24,Monday,2023-04-30,70-79,0,0,0.7143,0.1899
2023-04-24,Monday,2023-04-30,80+,1,0.5088,2.7143,1.3812
2023-04-23,Sunday,2023-04-23,<60,0,0,0.1429,0.0038
2023-04-23,Sunday,2023-04-23,60-69,0,0,0.7143,0.1272
2023-04-23,Sunday,2023-04-23,70-79,2,0.5317,0.7143,0.1899
